ph,humidite,type
5.9708632122377345,30.939222725152067,argileux
5.560809470726902,,argileux
5.475958573516334,34.46400718653952,argileux
8.392042219009783,9.892033181920132,sableux
6.072390898667042,32.834355915096154,limoneux
8.068186220708453,12.056956201671058,argileux
7.024554503989052,10.727958000299658,limoneux
7.679245214166594,10.749302927584754,limoneux
6.510548372420768,33.51011520809837,argileux
6.807615538505436,28.281902724367004,argileux
6.470070775275456,23.307289866919177,limoneux
5.280971951192178,,argileux
7.389808461046021,35.70201892845879,argileux
5.623089449763423,18.73557875979224,argileux
4.597263865725815,33.5809803815052,sableux
7.081889183628672,20.369721799957645,limoneux
5.208442717628196,18.193055029871765,limoneux
8.261834337411656,21.193792498436224,sableux
8.31571430801035,15.548225595744972,limoneux
8.159457560881794,31.16632830616879,argileux
5.980634801021777,22.59521365323677,limoneux
4.56182646611547,13.127444330138605,argileux
8.213274250350901,36.4851100646099,sableux
6.212736593269257,18.4361927480624,argileux
8.366619276174678,24.0243501389896,limoneux
,,limoneux
7.91203782186944,26.84832985698972,limoneux
5.677795568278343,9.091431424792741,sableux
6.040390914407701,37.894124326471626,sableux
7.904546686067428,26.969781857499626,limoneux
5.76768802062511,16.721696512998015,argileux
5.17797098674437,9.874522543218553,sableux
6.727205049833401,32.790881624460354,limoneux
8.244619096643124,26.702546457497974,limoneux
7.284119186699892,23.671138219171254,sableux
6.78024468035746,36.28624040678352,sableux
4.888705975083074,32.60090239285857,sableux
6.960028906796679,10.308620790646291,argileux
8.460215400417052,15.910272372844188,argileux
5.060336060946096,13.6971198935063,limoneux
6.573318609454947,31.038120240043693,sableux
8.009492287711822,6.173635215752278,argileux
7.463074471016817,24.94613897049608,sableux
7.288062963981072,31.68605400092417,limoneux
7.3099363359484375,,argileux
5.937964604879021,16.97286120505676,argileux
5.6743673770579734,33.744005663520454,argileux
7.7374446219140545,8.872110793432253,limoneux
7.740453578716723,34.62583021070814,sableux
7.968289274320415,9.462103181619383,argileux
8.152962210225885,18.905055169612854,limoneux
6.545369595443751,32.90533780228438,sableux
6.506065178748798,10.247109957207083,limoneux
7.693180715867101,13.023798833142452,sableux
7.099855723111061,30.27883989375732,limoneux
,30.201278779112602,sableux
7.683170677744404,27.440167150985406,argileux
8.060021367270265,29.2881955563485,sableux
5.851980627406143,23.995355517165866,limoneux
6.002331810559776,13.812967061743347,limoneux
4.875927759363476,17.09935977263718,sableux
6.813120563984696,,argileux
4.643769095186968,36.79576964667699,argileux
6.362392072529841,25.418712816814217,sableux
6.6705785388303065,19.029799586727396,sableux
5.646165008513138,21.170203127544642,limoneux
6.863333042276043,38.15491688641354,argileux
4.622000999756198,10.367299109062806,sableux
4.649392754996858,,argileux
7.790402242638633,22.70610376095631,sableux
5.940762565645052,26.400898240212673,sableux
5.008242050607539,5.6338564337294175,argileux
6.5889730402192175,35.5243368130453,sableux
7.579974212394443,,sableux
5.363284109987372,24.77966142562231,limoneux
6.991561903276001,29.38277883569123,sableux
4.841389859975072,37.28747834120535,sableux
4.706726884674431,29.75335220096895,sableux
6.6254185262725915,10.338866501999147,limoneux
6.662540486440426,25.170092605838462,argileux
7.049719605992826,26.235026623399957,limoneux
7.404365334890646,,limoneux
8.403408317850138,30.7755482468653,argileux
6.565201393204781,,limoneux
5.791825891764984,37.39489795173717,argileux
7.680744779074814,20.77937799914462,limoneux
5.583329005048297,8.963331604426434,argileux
6.255885682822544,39.46944196368171,sableux
4.813825525369063,34.361433025607695,limoneux
4.6014029736618305,9.36319384211434,limoneux
8.3505936587117,37.22946589160803,limoneux
7.843920482048823,35.44637267217449,limoneux
7.283896824374792,23.159331999412522,sableux
6.1358117776570795,25.694640251072524,limoneux
5.193177280283383,18.96509463545456,sableux
,6.916657358771097,sableux
,16.731903457606535,sableux
6.696906658824481,33.099870700930396,sableux
7.358383690800249,5.1621208051611,argileux
7.1407895068709255,16.672471009190048,argileux
5.619735587783771,18.935904275683015,limoneux
8.319461122652775,23.8088461028273,argileux
7.451587666783074,37.19494657444662,argileux
6.717416210045602,17.122109802808644,limoneux
,17.14336206636797,limoneux
,30.81254368384119,limoneux
5.49092395800463,20.82762793114325,argileux
5.923890714605046,12.861168802899368,argileux
7.531384441857476,20.83538306464427,limoneux
4.5575739545190235,9.929995713292996,sableux
4.964290562027665,11.173544527717816,limoneux
4.684010568087011,22.442872045881792,sableux
4.66291520927588,19.662390732659176,sableux
7.921842336044029,37.0196065373835,limoneux
7.314631437520095,17.683786469082158,limoneux
6.396695316349301,25.32059225973152,limoneux
4.891336642604006,27.129250077183563,argileux
6.466463500467329,5.458305980591677,sableux
6.393887083122262,,argileux
,11.2312588404413,argileux
6.235406596951892,38.63746111143093,limoneux
6.094018937589494,10.203195471358953,argileux
6.963400392208866,19.511844330445832,limoneux
7.040374603470575,7.987238382752535,sableux
4.681216039088178,39.890598814608154,limoneux
,22.57682536159349,argileux
7.0034396628569455,,argileux
6.51254503432035,7.347676708594962,limoneux
7.9259593647532895,,limoneux
7.1347745264757805,12.3466957583455,argileux
5.151737708325719,36.43190013042498,sableux
4.782274989601719,12.179887416870251,sableux
7.0696771128252625,11.67407022322833,limoneux
4.606045242166488,6.27923837468332,sableux
6.843102325093853,21.522343078849975,argileux
8.26092096569983,24.769439664191573,limoneux
6.801896711503516,7.299802379992332,argileux
6.052679704826088,32.14346658432537,argileux
7.073152873769413,20.86510921618097,sableux
6.3330115619660665,23.353659426465303,limoneux
6.68246715726374,20.426696142837983,limoneux
8.2658592351061,19.02670713063641,sableux
6.044410551203097,24.587411595787625,argileux
8.344762255295656,10.433408607574938,argileux
8.121402567824255,11.36748456733449,argileux
5.283164539157186,35.162496735473106,argileux
4.777445203500662,38.11404117467715,limoneux
4.903112005509707,18.065826069791353,limoneux
,14.476063560024382,sableux
4.877771843023714,27.53998401336555,sableux
7.232027093665428,19.305695988433374,limoneux
4.7847545938409155,5.88852244811207,limoneux
5.775902521175045,10.465340907816662,argileux
,30.059028009658913,argileux
4.593087742943304,28.062337966855296,sableux
7.757873930355743,5.948359737621923,limoneux
5.6274190990936,12.769025667653231,sableux
4.972659310486625,13.0876178805825,limoneux
7.286948661456602,28.516246025955496,argileux
7.0157713871195355,5.6898688214027455,sableux
8.009888054108211,8.643800369460084,sableux
7.4402841752155435,32.99706298806163,limoneux
7.713923721539395,11.249063171901676,argileux
5.628138290285226,27.846113774815613,sableux
5.209758175118891,13.336397336635429,argileux
7.502459006563433,8.48044874657708,sableux
7.7273389570690565,13.511026684980893,argileux
8.462020568002693,30.27934261494807,limoneux
6.150470707645706,34.94937638372,sableux
5.988072343171133,34.05769525984471,sableux
7.605651842967987,18.90142353664592,argileux
5.863214161012071,28.382979779972615,argileux
8.22302930241426,12.174450339553733,sableux
7.933651007372047,15.260170559135464,limoneux
6.215976109500073,36.37175364823919,argileux
7.5034842711659895,5.455067322875761,argileux
7.518171496338729,7.992798579906383,argileux
4.91249547534373,12.276018930110956,sableux
8.110211626718266,,sableux
6.521009489791428,11.350240228142905,sableux
7.805829864430967,25.406454633939227,sableux
5.780198404122447,19.749859270737428,limoneux
8.082092913984802,36.24350988769412,limoneux
6.056806714936652,33.61052466084543,sableux
4.543350605921193,16.963607309425658,limoneux
8.121527905677056,14.079820170095237,argileux
4.865146707144534,18.28923428585434,argileux
,25.660322988018272,argileux
8.30024786820322,14.382227428800668,sableux
8.302428587750224,26.84521177471969,argileux
6.793751552493145,19.329407826693416,limoneux
7.027348848679197,24.321651329819307,sableux
6.293782087913279,20.264428519736086,limoneux
5.672843086792258,15.306301583967118,argileux
5.814658181479664,38.19586574367548,argileux
7.190073824308154,31.72620279559163,argileux
7.50949811775072,9.90396115182584,sableux
7.666316174903394,,limoneux
7.658472571178216,22.060091938732977,sableux
4.8648244121947615,36.309327941293205,sableux
6.477681218810326,32.99493395815603,argileux
4.730235040066577,19.882472656423168,sableux
6.698115529294942,5.786425791204109,sableux
6.266122005493508,14.403707578473114,argileux
8.0508167310332,23.957197513130343,sableux
5.903660050208314,27.171737693915155,argileux
4.968268065710424,14.02606899016208,argileux
5.071966728211343,9.877462592548845,argileux
7.546042526869889,34.222558287975474,argileux
6.972872253265044,39.454076324624324,sableux
4.904490704491161,23.399156380594004,argileux
4.83642722445999,11.008775004690623,argileux
7.30387652583648,14.530756428177913,sableux
4.791052025456774,5.643673679161336,sableux
7.787440237161425,,limoneux
7.324968908625985,9.12128790115494,sableux
4.825395122567599,25.178076642998874,sableux
4.839350856340768,14.59193272405221,limoneux
8.446558314004701,24.396230088052768,sableux
5.997083183024481,27.799713592315246,sableux
5.982568588267563,34.04096312975206,sableux
7.75119826903001,12.224744511621111,sableux
8.288994309535434,5.384854003046817,limoneux
8.444004255291484,9.790997052408255,sableux
7.5135127410357665,36.50065246468368,sableux
6.0050383421236635,35.58615271468803,limoneux
4.834002866794675,25.90945857596079,argileux
7.608587663709747,26.01809011517787,limoneux
6.73361699894322,28.27628360911894,argileux
6.196888036987906,11.137994751820735,limoneux
8.125417540378944,37.004418107373596,limoneux
4.944789929224605,19.65696837122256,sableux
6.470500417163437,18.40984848873241,argileux
4.545414579069677,23.162119684899313,sableux
6.374642567976505,6.643808837126927,argileux
4.725213102727349,10.819917906462779,limoneux
4.975271665072288,30.831176574922967,limoneux
4.970104987108419,7.897953377379427,argileux
7.096841208464254,26.110323831323587,sableux
7.484179517061693,13.587218838846233,sableux
6.833475060388638,18.62534649146918,sableux
8.348690193898168,15.104280786974495,sableux
5.999482318094817,17.44854507627322,limoneux
5.642848345127443,30.16660668144859,limoneux
7.974396512757841,15.399260046811126,limoneux
5.39438335407781,24.824162410391402,limoneux
8.352890157762445,21.66176407696849,limoneux
4.548617898759265,28.228490787692685,sableux
,37.78904087636653,sableux
4.6726396478023045,30.64002340235876,sableux
8.064572454792284,12.522913250676487,sableux
6.6108044363452,6.091409727144963,limoneux
8.471859184477202,14.179241550493877,limoneux
4.7951862589415954,25.82772757450892,limoneux
6.715417137605283,6.799903471948762,argileux
8.377210142476397,22.37281865204327,sableux
6.592391376680595,25.889499712091123,sableux
7.01759455254105,16.698536178593628,limoneux
7.282994755938469,31.981927131103767,sableux
6.318164259071093,8.730938859682013,sableux
7.010232320336254,7.629822360753307,limoneux
6.837257247692401,30.486606467126116,argileux
8.104632041963956,22.342196067216946,argileux
4.681785521365832,29.09408387497076,argileux
5.623852758368921,20.218956851131118,limoneux
8.301645936306235,13.624071163368738,sableux
8.061055135563665,33.66858111859699,limoneux
6.322627011142852,,limoneux
6.9805303912061465,29.314376479904936,sableux
5.60952473192453,14.525079803048694,argileux
5.252484638895045,25.65807334041805,argileux
6.354793619759929,17.63408639290094,limoneux
5.913408912104211,8.205372566432196,argileux
6.834624447403488,37.1059751411785,limoneux
4.810938547859939,9.78865208216365,limoneux
8.397579230664666,38.25830738372809,sableux
,20.61020205352845,sableux
